Title,Director_name,Rating,Genres,Cast,Year,Number_of_votes,Runtime
Devil's Island (1996) - IMDb,Friðrik Þór Friðriksson,7.1,Comedy,Einar Kárason,1996,1.1K,1h 39m
Do Outro Lado do Tejo (Short 1996) - IMDb,João Pinto Nogueira,2.1,Short,Dalila Carmo,1996,9,25m
Doctor Who: The Movie (TV Movie 1996) - IMDb,Geoffrey Sax,6.3,Space Sci-Fi,Paul McGann,1996,11K,TV-14
Dog Run (1996) - IMDb,D. Ze'ev Gilad,7.0,Drama,D. Ze'ev Gilad,1996,53,1h 44m
Dog Watch (Video 1997) - IMDb,John Langley,5.4,Action,Martin Zurla,1997,430,R
Dogs: The Rise and Fall of an All-Girl Bookie Joint (1996) - IMDb,Eve Annenberg,5.9,Comedy,Pam Columbus,1996,57,1h 20m
Two Dragons (Short 1996) - IMDb,Margarida Cardoso,6.6,Comedy,Ana Bustorff,1996,27,15m
Dolly Parton: Treasures (TV Movie 1996) - IMDb,Dann Netter,8.1,Documentary,Dolly Parton,1996,31,46m
El domini del sentits (1996) - IMDb,Judith Colell,6.4,Comedy,Judith Colell,1996,34,N/A
Don Kikhot vozvrashchaetsya (1997) - IMDb,Oleg Grigorovich,6.7,Comedy,Armen Dzhigarkhanyan,1997,41,1h 50m
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) - IMDb,Paris Barclay,6.5,Buddy Comedy,Shawn Wayans,1996,63K,1h 29m
Don't Look Back (TV Movie 1996) - IMDb,Geoff Murphy,5.9,Action,Tom Epperson,1996,747,R
Doppelmord (TV Movie 1996) - IMDb,Volker Michel,N/A,Crime,Anja Kußmann,1996,N/A,1996
Double Jeopardy (TV Movie 1996) - IMDb,Deborah Dalton,6.0,Crime,Joe Penny,1996,518,R
Down Periscope (1996) - IMDb,David S. Ward,6.2,Comedy,Hugh Wilson,1996,28K,1h 32m
Down Rusty Down (Short 1997) - IMDb,John Curran,7.7,Comedy,Tex Perkins,1997,55,15m
Downdraft (TV Movie 1996) - IMDb,Michael Mazo,3.3,Action,Vincent Spano,1996,129,R
Downhill Willie (1996) - IMDb,David Mitchell,4.6,Action,Keith Coogan,1996,271,1h 30m
Dr Hagard's Disease (1996) - IMDb,Gabriel Byrne,6.3,N/A,N/A,1996,11,N/A
Dragon from Shaolin (1996) - IMDb,Sai Hung Fung,5.5,Action,Biao Yuen,1996,227,1h 29m
DragonHeart (1996) - IMDb,Rob Cohen,6.4,Sword & Sandal,Patrick Read Johnson,1996,103K,1h 43m
Draiocht (TV Movie 1996) - IMDb,Aine O'Connor,8.0,Drama,Gabriel Byrne,1996,26,50m
Drawing Flies (1996) - IMDb,Matthew Gissing,5.2,Comedy,Jason Lee,1996,1.5K,1h 16m
Drawing: The Thinking Hand (1996) - IMDb,Judith Wechsler,N/A,Documentary,N/A,1996,N/A,58m
Dream Land (1997) - IMDb,Robert Hein,N/A,Adventure,Eddie Buchen,1997,N/A,1h 35m
Dream for an Insomniac (1996) - IMDb,Tiffanie DeBartolo,5.9,Comedy,Ione Skye,1996,3K,1h 30m
Dream Master: The Erotic Invader (1996) - IMDb,Jackie Garth,4.6,Erotic Thriller,Lisa Boyle,1996,257,1h 26m
Dreams Over America (1996) - IMDb,United States,N/A,N/A,N/A,1996,N/A,N/A
Drei in fremden Betten (TV Movie 1996) - IMDb,Otto Retzer,3.1,Comedy,Helmut Fischer,1996,52,1h 30m
A Drifting Life (1996) - IMDb,Cheng-sheng Lin,6.5,Drama,Kang-sheng Lee,1996,93,2h 3m
Drinking Games (1998) - IMDb,Joseph Lawson,6.1,Drama,Christian Leffler,1998,140,1h 34m
Drive (1997) - IMDb,Steve Wang,6.6,Action,Mark Dacascos,1997,7.1K,1h 40m
Driven (1996) - IMDb,Michael Shoob,6.0,Drama,Tony Todd,1996,85,1h 43m
Drömprinsen - Filmen om Em (1996) - IMDb,Ella Lemhagen,4.9,Drama,Jenny Lindroth,1996,227,1h 47m
Du bist nicht allein - Die Roy Black Story (TV Movie 1996) - IMDb,Peter Keglevic,6.1,Biography,Christoph Waltz,1996,202,1h 40m
Dunston Checks In (1996) - IMDb,Ken Kwapis,5.4,Animal Adventure,John Hopkins,1996,14K,1h 28m
Durchgebraten (1996) - IMDb,Franziska Jacob,N/A,N/A,Sharon Brauner,1996,N/A,N/A
Dushman Duniya Ka (1996) - IMDb,Mehmood,3.3,Drama,Aziz Quaisi,1996,769,2h 33m
Dzieci i ryby (1997) - IMDb,Jacek Bromski,5.6,Comedy,Anna Romantowska,1997,128,1h 37m
Dzieje mistrza Twardowskiego (1996) - IMDb,Krzysztof Gradowski,5.2,Family,Daniel Olbrychski,1996,89,1h 37m
Dzien wielkiej ryby (1997) - IMDb,Andrzej Baranski,5.9,Drama,Jan Peszek,1997,22,1h 10m
Dürers Erben (1996) - IMDb,Lutz Dammbeck,6.3,Documentary,Bernhard Heisig,1996,8,1h
E*L*M - Entry Level Male (1996) - IMDb,Rick Harrington,4.4,Comedy,Michael W. Rhoads,1996,27,1h 40m
E.N.G. (Short 1996) - IMDb,Olivier van der Zee,N/A,Short,N/A,1996,N/A,23m
E=mc2 (1996) - IMDb,Benjamin Fry,5.0,Comedy,Jeremy Piven,1996,151,1h 34m
"""EZ Streets"" Pilot (TV Episode 1996) - IMDb",Paul Haggis,9.2,Crime,Paul Haggis,TV-14,186,1h 32m
Easyriders Video Magazine #27 (Video 1996) - IMDb,Canada,N/A,N/A,N/A,1996,N/A,R
Ebola Syndrome (1996) - IMDb,Herman Yau,6.5,Comedy,Anthony Chau-Sang Wong,1996,5.1K,1h 38m
Regular Guys (1996) - IMDb,Rolf Silber,6.8,Comedy,Christoph M. Ohrt,1996,1.5K,1h 42m
Ed (1996) - IMDb,Bill Couturié,2.8,Animal Adventure,Matt LeBlanc,1996,9K,1h 34m
Ed McBain's 87th Precinct: Ice (TV Movie 1996) - IMDb,Bradford May,5.7,Crime,Dale Midkiff,1996,254,Not Rated
Ed's Next Move (1996) - IMDb,John Walsh,6.3,Comedy,Matt Ross,1996,482,1h 28m
Eddie (1996) - IMDb,Steve Rash,5.2,Comedy,Steve Zacharias,1996,12K,1h 40m
Edie & Pen (1996) - IMDb,Matthew Irmas,5.6,Comedy,Stockard Channing,1996,445,1h 36m
Oedipus Mayor (1996) - IMDb,Jorge Alí Triana,6.0,Drama,Gabriel García Márquez,1996,354,1h 40m
"""ABC Afterschool Specials"" Educating Mom (TV Episode 1996) - IMDb",Kristoffer Tabori,7.6,Adventure,Jane Kaczmarek,N/A,21,N/A
Egypt Hollow (Short 1996) - IMDb,Jake Mahaffy,N/A,Short,N/A,1996,N/A,25m
Ehebruch - Eine teuflische Falle! (TV Movie 1996) - IMDb,Sigi Rothemund,5.0,Thriller,Leslie Malton,1996,10,1h 33m
Eight Men Called Eugene (Short 1996) - IMDb,Su Rynard,N/A,Short,N/A,1996,N/A,14m
Einfach genial (TV Series 1996– ) - IMDb,Henriette Fee Grützner,N/A,N/A,Henriette Fee Grützner,1996–,N/A,1996–
Ein einfacher Auftrag (Short 1997) - IMDb,Raymond Boy,8.3,Short,Oliver Pautsch,1997,17,11m
Einstein Revealed (TV Movie 1996) - IMDb,Peter Jones,7.7,Biography,Andrew Sachs,1996,107,1h 45m
Eko Eko Azarak II: Birth of the Wizard (1996) - IMDb,Shimako Sato,5.7,Horror,Kimika Yoshino,1996,345,1h 23m
Tears of Ecstasy (1995) - IMDb,Hiroyuki Oki,6.4,Drama,Hiromi Fujita,1995,43,1h 2m
Eldorado (TV Movie 1996) - IMDb,Rüdiger Nüchtern,5.7,N/A,Mario Irrek,1996,8,1h 36m
Element of Doubt (TV Movie 1996) - IMDb,Christopher Morahan,6.1,Crime,Nigel Havers,1996,165,1h 40m
The Elevator (1996) - IMDb,Arthur Borman,4.4,Comedy,Martin Landau,1996,246,1h 30m
404 Error - IMDb,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elixir d'Anvers (1996) - IMDb,Boris Paval Conen,5.6,Drama,Boris Paval Conen,1996,37,1h 45m
Elle (1995) - IMDb,Valeria Sarmiento,6.1,Drama,Evelyne Pieiller,1995,62,1h 26m
Elle s'appelait Françoise (TV Movie 1996) - IMDb,Anne Andreu,7.5,Documentary,Philippe de Broca,1996,23,1h 3m
Ellen's Energy Adventure (Video 1996) - IMDb,Ellen DeGeneres,7.5,Family,Ellen DeGeneres,1996,289,45m
Ellinors bröllop (1996) - IMDb,Henry Meyer,4.8,Romance,Henry Meyer,1996,71,1h 31m
Sesame Street: Elmo Saves Christmas (Video 1996) - IMDb,Emily Squires,6.5,Adventure,Charles Durning,1996,452,TV-Y
"Elämä lyhyt, Rytkönen pitkä (1996) - IMDb",Ere Kokkonen,5.4,Comedy,Kalevi Kahra,1996,124,1h 31m
Emma (1996) - IMDb,Douglas McGrath,6.6,Costume Drama,Gwyneth Paltrow,1996,43K,2h
The Empty Mirror (1996) - IMDb,Barry J. Hershey,5.7,Drama,Norman Rodway,1996,362,1h 58m
In Praise of Older Women (1997) - IMDb,Manuel Lombardero,6.2,Drama,Juan Diego Botto,1997,426,1h 45m
En la piscina (1996) - IMDb,José Pascual,N/A,N/A,Rosario Santesmases,1996,N/A,N/A
Hitting Bottom (1997) - IMDb,Enrique Gabriel,6.3,Drama,Ramón Barea,1997,82,1h 32m
Hearst Castle: Building the Dream (Short 1996) - IMDb,Bruce Neibaur,6.5,Documentary,Ralph Chelli,1996,94,40m
Encino Woman (TV Movie 1996) - IMDb,Shawn Schepps,2.8,Comedy,Jay Thomas,1996,212,TV-PG
Encore (1996) - IMDb,Pascal Bonitzer,6.0,Comedy,Jackie Berroyer,1996,162,1h 36m
Encounters (1996) - IMDb,Daniel Rogosin,5.3,Drama,Rachel Wagner,1996,31,1h 34m
English: Have a Go (TV Series 1996– ) - IMDb,Peter Curtin,8.9,N/A,Peter Curtin,1996–,7,1996–
Enter the Dragon (1973) - IMDb,Robert Clouse,7.6,Kung Fu,Bruce Lee,1973,115K,1h 42m
Entertaining Angels: The Dorothy Day Story (1996) - IMDb,Michael Ray Rhodes,6.2,Biography,Moira Kelly,1996,545,1h 50m
Eraser (1996) - IMDb,Chuck Russell,6.2,Conspiracy Thriller,Tony Puryear,1996,120K,1h 55m
Ernst & Lyset (Short 1996) - IMDb,Anders Thomas Jensen,7.3,Comedy,N/A,1996,677,12m
Erotic Confessions (TV Series 1994– ) - IMDb,Ava Fabian,6.0,Drama,Ava Fabian,1994–,357,R
Erotic Confessions (TV Series 1994– ) - IMDb,Ava Fabian,6.0,Drama,Ava Fabian,1994–,357,R
Erotic Confessions (1994) - IMDb,"January 1, 1994 (United States)",6.4,Adult,"January 1, 1994 (United States)",1994,21,R
Erotic Confessions (TV Series 1994– ) - IMDb,Ava Fabian,6.0,Drama,Ava Fabian,1994–,357,R
Erotic Confessions: Volume 5 (Video 1996) - IMDb,Ava Fabian,6.8,N/A,Ava Fabian,1996,21,R
Erotic Confessions: Volume 6 (Video 1996) - IMDb,Ava Fabian,4.6,N/A,Ava Fabian,1996,23,R
Erreur sur la personne (1996) - IMDb,Gilles Noël,5.1,Drama,Michel Côté,1996,106,1h 35m
Érzékek iskolája (1996) - IMDb,András Sólyom,5.6,Drama,Dorka Gryllus,1996,167,1h 26m
Erzi (1996) - IMDb,Yuan Zhang,7.2,Drama,N/A,1996,45,1h 35m
Escape Clause (TV Movie 1996) - IMDb,Brian Trenchard-Smith,5.5,Drama,Andrew McCarthy,1996,926,R
Escape from L.A. (1996) - IMDb,John Carpenter,5.7,Dystopian Sci-Fi,John Carpenter,1996,82K,1h 41m
Escenes d'una orgia a Formentera (1996) - IMDb,Francesc Bellmunt,3.5,Comedy,Rosa Maria Sardà,1996,25,1h 30m
As Escolhidas (TV Movie 1998) - IMDb,Margarida Gil,N/A,Biography,Pedro Caldeira Cabral,1998,N/A,1998
The Escort (1996) - IMDb,Denis Langlois,5.3,Comedy,Paul-Antoine Taillefer,1996,171,1h 32m
Esercizi di stile (1996) - IMDb,Sergio Citti,4.6,Comedy,Sergio Citti,1996,59,1h 20m
Interview Day (TV Movie 1996) - IMDb,Piers Haggard,7.4,Comedy,Maureen Lipman,1996,243,1h 25m
The Bandit (1996) - IMDb,Yavuz Turgul,8.1,Epic,Sener Sen,1996,73K,2h 8m
Espelho da Alma (Short 1996) - IMDb,Jaime Ribeiro,N/A,Short,N/A,1996,N/A,12m
Linked (Short 1996) - IMDb,Juan Carlos Fresnadillo,7.1,Comedy,Pedro Mari Sánchez,1996,255,24m
An Essay on Matisse (1996) - IMDb,Perry Wolff,6.5,Documentary,N/A,1996,33,57m
Estrecho Adventure (Short 1996) - IMDb,Valeriano López Domínguez,7.9,Short,N/A,1996,15,6m
Etelän risti (1996) - IMDb,Finland,N/A,N/A,N/A,1996,N/A,N/A
"""Inside Story"" Eurocops 96 (TV Episode 1996) - IMDb",Ian Stuttard,N/A,Documentary,"August 14, 1996 (United Kingdom)",N/A,N/A,N/A
Eva Peron: The True Story (1996) - IMDb,Juan Carlos Desanzo,6.7,Biography,Esther Goris,1996,539,2h
Ren yue huang hun (1995) - IMDb,Yi Fei Chen,6.2,Mystery,Tony Ka Fai Leung,1995,32,1h 38m
The Evening Star (1996) - IMDb,Robert Harling,5.9,Comedy,Shirley MacLaine,1996,5.1K,2h 9m
Every Woman's Dream (TV Movie 1996) - IMDb,Steven Schachter,5.9,True Crime,Karen Kingsbury,1996,452,Not Rated
Everyone Says I Love You (1996) - IMDb,Woody Allen,6.7,Jukebox Musical,Woody Allen,1996,40K,1h 41m
Everyone's Child (1996) - IMDb,Tsitsi Dangarembga,6.3,Drama,Shimmer Chinodya,1996,79,1h 30m
"""Love Reinvented"" Tout n'est pas en noir (TV Episode 1996) - IMDb",Philippe Faucon,6.1,Comedy,Philippe Faucon,N/A,35,4m
Everything Relative (1996) - IMDb,Sharon Pollack,5.5,Drama,Monica Bell,1996,224,1h 50m
Evil Ambitions (1996) - IMDb,Mark Burchett,3.6,Drama,Paul Morris,1996,127,1h 39m
Evil Ed (1995) - IMDb,Anders Jacobsson,5.5,Satire,Anders Jacobsson,1995,4.1K,1h 33m
Evil Has a Face (TV Movie 1996) - IMDb,Rob Fresco,5.3,Drama,Sean Young,1996,309,R
Evina klasa (1996) - IMDb,Petar Krelja,N/A,Documentary,N/A,1996,N/A,N/A
Evita (1996) - IMDb,Alan Parker,6.3,Rock Musical,Madonna,1996,38K,2h 15m
L'ex (TV Movie 1996) - IMDb,Patrick Jamain,7.2,N/A,Bernard Giraudeau,1996,46,R
Exam Day (1996) - IMDb,Stephen Scaia,N/A,N/A,N/A,1996,N/A,N/A
Executive Decision (1996) - IMDb,Stuart Baird,6.5,Action,Kurt Russell,1996,63K,2h 13m
L'exil du roi Behanzin (1994) - IMDb,Guy Deslauriers,6.2,Drama,Delroy Lindo,1994,21,1h 26m
Exit (Video 1996) - IMDb,Ric Roman Waugh,4.2,Action,Ric Roman Waugh,1996,309,R
404 Error - IMDb,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Exit in Red (1996) - IMDb,Yurek Bogayevicz,4.2,Drama,J.S. Cardone,1996,681,1h 37m
Exorcio Deus Machine: La misión (Short 1996) - IMDb,Ricardo Ribelles,N/A,Action,Juan Carlos Romeu,1996,N/A,16m
Extreme Measures (1996) - IMDb,Michael Apted,6.2,Medical Drama,Hugh Grant,1996,21K,1h 58m
Eye for an Eye (1996) - IMDb,John Schlesinger,6.2,Crime,Sally Field,1996,19K,1h 41m
Eye of God (1997) - IMDb,Tim Blake Nelson,7.3,Crime,Mary Kay Place,1997,1.3K,1h 24m
The F-Zone (Video 1995) - IMDb,Jim Enright,7.1,Adult,Nici Sterling,1995,139,X
La fabrique de l'homme occidental (1996) - IMDb,Gerald Caillat,5.4,N/A,"April 23, 1997 (France)",1996,7,1h 13m
Face of Evil (TV Movie 1996) - IMDb,Mary Lambert,5.9,Drama,Tracey Gold,1996,565,Not Rated
A Face to Die For (TV Movie 1996) - IMDb,Jack Bender,5.7,Drama,Yasmine Bleeth,1996,603,TV-14
A Fachada (Short 1996) - IMDb,Júlio Alves,N/A,Comedy,João D'Ávila,1996,N/A,12m
Fairy Tales on Ice: Alice Through the Looking Glass (Video 1996) - IMDb,Jules Lichtman,5.2,Family,Nancy Kerrigan,1996,21,Not Rated
Faisons un rêve (TV Movie 1996) - IMDb,Jean-Michel Ribes,7.4,Comedy,Pierre Arditi,1996,10,1h 18m
Faithful (1996) - IMDb,Paul Mazursky,5.7,Dark Comedy,Chazz Palminteri,1996,2.3K,1h 31m
Fall Into Darkness (TV Movie 1996) - IMDb,Mark Sobel,5.6,Thriller,Jonathan Brandis,1996,578,1h 28m
Fallait pas!... (1996) - IMDb,Gérard Jugnot,5.3,Farce,Michèle Laroque,1996,463,1h 35m
Fallen Stars (1996) - IMDb,Christopher McDonald,N/A,N/A,N/A,1996,N/A,N/A
False Target (1996) - IMDb,United States,N/A,N/A,N/A,1996,N/A,N/A
Familia (1996) - IMDb,Fernando León de Aranoa,7.2,Comedy,Juan Luis Galiardo,1996,1.6K,1h 38m
A Family Thing (1996) - IMDb,Richard Pearce,7.1,Comedy,Robert Duvall,1996,4.3K,1h 49m
Family Values: An American Tragedy (1996) - IMDb,Pam Walton,6.1,Biography,"November 17, 1996 (United States)",1996,34,56m
The Fan (1996) - IMDb,Tony Scott,5.9,Action,Robert De Niro,1996,52K,1h 56m
Fanbäraren (Short 1996) - IMDb,Louisa Kihlberg,N/A,Short,N/A,1996,N/A,10m
Fantozzi - Il ritorno (1996) - IMDb,Neri Parenti,5.3,Comedy,Alessandro Bencivenni,1996,1.3K,1h 37m
Fantôme avec chauffeur (1996) - IMDb,Gérard Oury,5.0,Adventure,Philippe Noiret,1996,809,1h 18m
Far Harbor (1996) - IMDb,John Huddles,4.6,Drama,Edward Atterton,1996,469,1h 39m
Fargo (1996) - IMDb,Joel Coen,8.1,Cop Drama,William H. Macy,1996,741K,1h 38m
Fascinating Nature (1996) - IMDb,Gogol Lobmayr,7.9,Documentary,N/A,1996,97,1h 30m
Fatal Frames (1996) - IMDb,Al Festa,4.0,Horror,Stefania Stella,1996,401,2h 5m
Father Time (1996) - IMDb,Jamie Neese,7.7,Comedy,N/A,1996,10,N/A
Fear & Favor in the Newsroom (1996) - IMDb,Beth Sanders,9.0,Documentary,Jon Alpert,1996,35,57m
Fear (1996) - IMDb,James Foley,6.2,Psychological Drama,Mark Wahlberg,1996,57K,1h 37m
Fede tider (1996) - IMDb,Peter Bay,6.1,Comedy,Ken Vedsegaard,1996,206,55m
Feeling Minnesota (1996) - IMDb,Steven Baigelman,5.4,Dark Comedy,Keanu Reeves,1996,12K,1h 39m
The Feeling of Love (1996) - IMDb,Yen-Ping Chu,4.2,Comedy,Takeshi Kaneshiro,1996,34,1h 28m
O Feiticeiro do Vento (TV Movie 1996) - IMDb,José Medeiros,9.0,Comedy,Humberto Martins,1996,10,1h 37m
Felix (1996) - IMDb,Bozo Sprajc,4.9,Drama,Dejan Acimovic,1996,19,1h 27m
Female Perversions (1996) - IMDb,Susan Streitfeld,5.3,Drama,Tilda Swinton,1996,2.7K,2h
Femalien (1996) - IMDb,Cybil Richards,4.7,Steamy Romance,Jacqueline Lovell,1996,1.1K,1h 29m
Temptress Moon (1996) - IMDb,Kaige Chen,6.6,Drama,Leslie Cheung,1996,2.1K,2h 10m
Ferie d'agosto (1996) - IMDb,Paolo Virzì,6.7,Comedy,Francesco Bruni,1996,1.2K,1h 46m
Festival (1996) - IMDb,Pupi Avati,6.2,Comedy,Antonio Avati,1996,141,1h 35m
Fetishes (1996) - IMDb,Nick Broomfield,6.1,Documentary,Mistress Beatrice,1996,856,1h 24m
Fever Lake (Video 1997) - IMDb,Ralph E. Portillo,2.6,Slasher Horror,Bo Hopkins,1997,1.2K,R
Fire on the Mountain (1996) - IMDb,Beth Gage,7.3,Documentary,Jerry Archbold,1996,54,1h 12m
First Kid (1996) - IMDb,David Mickey Evans,5.2,Comedy,Sinbad,1996,12K,1h 41m
First Option (1996) - IMDb,Gordon Chan,5.8,Action,Michael Wong,1996,293,1h 30m
The First Wives Club (1996) - IMDb,Hugh Wilson,6.4,Farce,Goldie Hawn,1996,56K,1h 43m
Fish Tale Soup (1996) - IMDb,Annette Mangaard,N/A,Comedy,Rémy Girard,1996,N/A,1h 30m
Fistful of Flies (1996) - IMDb,Monica Pellizzari,6.5,Drama,Dina Panozzo,1996,219,1h 25m
Flairs ennemis (TV Movie 1996) - IMDb,Robin Davis,2.9,Comedy,Samuel Labarthe,1996,20,1h 29m
Flame (1996) - IMDb,Ingrid Sinclair,6.8,Drama,Ingrid Sinclair,1996,103,1h 28m
Flareup (1969) - IMDb,James Neilson,5.0,Crime,Raquel Welch,1969,588,1h 40m
Subliminal Seduction (TV Movie 1996) - IMDb,Andrew Stevens,4.0,Drama,Ian Ziering,1996,300,R
Fled (1996) - IMDb,Kevin Hooks,5.4,Dark Comedy,Laurence Fishburne,1996,10K,1h 38m
The Flintstones Christmas in Bedrock (Video 1996) - IMDb,Charlie Adler,6.9,Animation,Charlie Adler,1996,208,30m
Flipper (1996) - IMDb,Alan Shapiro,5.3,Adventure,Ricou Browning,1996,12K,1h 35m
Flipping (1996) - IMDb,Gene Mitchell,4.2,Crime,David Amos,1996,184,1h 42m
Flirting with Disaster (1996) - IMDb,David O. Russell,6.7,Dark Comedy,Ben Stiller,1996,20K,1h 32m
Floating Life (1996) - IMDb,Clara Law,7.0,Comedy,Annette Shun Wah,1996,313,1h 35m
"""Ein flotter Dreier"" Nur für eine Nacht (TV Episode 1996) - IMDb",Andreas Arnstedt,N/A,N/A,Andreas Arnstedt,N/A,N/A,N/A
"""Die Flughafenklinik"" Pilot (TV Episode 1995) - IMDb",Niki Stein,N/A,Drama,Klaus Barner,N/A,N/A,1h 32m
Flukten fra Bjørkelund (Short 1996) - IMDb,Cecilie Levy,6.2,Short,"Oslo, Norway",1996,5,20m
Fly Away Home (1996) - IMDb,Carroll Ballard,6.9,Animal Adventure,Jeff Daniels,1996,28K,1h 47m
My Forgotten Man (1993) - IMDb,Frank Howson,5.1,Biography,Guy Pearce,1993,329,1h 35m
[Focus] (1996) - IMDb,Satoshi Isaka,7.0,Dark Comedy,Tadanobu Asano,1996,216,1h 13m
For Better or Worse (1995) - IMDb,Jason Alexander,4.8,Action,Jason Alexander,1995,559,1h 45m
For Daniel (1997) - IMDb,Ernie Gehr,N/A,Documentary,N/A,1997,N/A,1h 12m
For Ever Mozart (1996) - IMDb,Jean-Luc Godard,6.1,Comedy,Madeleine Assas,1996,1.2K,1h 24m
For Hope (TV Movie 1996) - IMDb,Bob Saget,6.9,Drama,Dana Delany,1996,308,1h 40m
For My Daughter's Honor (TV Movie 1996) - IMDb,Alan Metzger,6.0,Drama,Gary Cole,1996,1.1K,Not Rated
For Those Who Hunt the Wounded Down (TV Movie 1996) - IMDb,Norma Bailey,8.3,Thriller,Callum Keith Rennie,1996,65,1996
For a Few Lousy Dollars (1995) - IMDb,Micheal Bafaro,4.5,Action,Ben Immanuel,1995,144,1h 28m
For the Future: The Irvine Fertility Scandal (TV Movie 1996) - IMDb,David Hugh Jones,5.5,Drama,Marilu Henner,1996,60,Not Rated
Two Mothers for Zachary (TV Movie 1996) - IMDb,Peter Werner,6.5,Drama,Valerie Bertinelli,1996,448,Not Rated
Forest Warrior (1996) - IMDb,Aaron Norris,3.6,Superhero,Ron Swanson,1996,3K,1h 33m
Forever (TV Series 1996) - IMDb,Rochelle Swanson,4.4,Mystery,Rochelle Swanson,1996,67,1996
Forever Friends (1995) - IMDb,Yen-Ping Chu,6.8,Comedy,Nicky Wu,1995,83,1h 23m
Forgotten Silver (TV Movie 1995) - IMDb,Costa Botes,7.4,Satire,Peter Jackson,1995,6.4K,53m
The Fortunes and Misfortunes of Moll Flanders (TV Mini Series 1996) - IMDb,Dominic Minghella,7.7,Period Drama,James Bowers,1996,1.5K,Unrated
Fotos (1996) - IMDb,Elio Quiroga,5.4,Crime,Gustavo Salmerón,1996,210,1h 33m
4 hombres y un ataud (1996) - IMDb,Pericles Mejía,6.4,Dark Comedy,Cuquín Victoria,1996,46,1h 37m
The Hidden Dimension (Short 1997) - IMDb,Paul Cox,5.5,Documentary,Paul Cox,1997,58,39m
Four Tales of Two Cities (1996) - IMDb,Illeana Douglas,5.1,Satire,Illeana Douglas,1996,32,1h 33m
Fourbi (1996) - IMDb,Alain Tanner,6.2,Drama,Karin Viard,1996,199,1h 54m
Fowl Play (1996) - IMDb,Netherlands,N/A,N/A,N/A,1996,N/A,N/A
Fox Hunt (1996) - IMDb,Michael Berns,5.0,Action,Andrew Bowen,1996,205,1h 35m
Foxfire (1996) - IMDb,Annette Haywood-Carter,6.1,Drama,Hedy Burress,1996,9.9K,1h 42m
The Fragile Promise of Choice: Abortion in the United States Today (1996) - IMDb,Dorothy Fadiman,7.2,Documentary,James Armstrong,1996,15,57m
Frame by Frame (1996) - IMDb,Tim Cronenweth,4.4,N/A,Brenda Bakke,1996,64,N/A
Frankenstein and Me (1996) - IMDb,Robert Tinnell,4.9,Comedy,Jamieson Boulanger,1996,536,1h 31m
"Frantz Fanon: Black Skin, White Mask (1995) - IMDb",Isaac Julien,6.5,Biography,Colin Salmon,1995,216,1h 10m
Fraus (Short 1996) - IMDb,Tatjana Bozic,N/A,Short,"Venice, Veneto, Italy",1996,N/A,8m
Free Love (1996) - IMDb,Bodil Joensen,N/A,N/A,N/A,1996,N/A,N/A
Freebird: The Movie (1996) - IMDb,Jeff G. Waxman,8.2,Documentary,Allen Collins,1996,400,1h 41m
Freeway (1996) - IMDb,Matthew Bright,6.8,Dark Comedy,Reese Witherspoon,1996,33K,1h 44m
Fremde Ufer (1996) - IMDb,Michael Elle,N/A,Documentary,"Kaliningrad, Russia",1996,N/A,1h 34m
Frequent Flyer (TV Movie 1996) - IMDb,Alan Metzger,5.7,Drama,Jack Wagner,1996,354,Not Rated
A Friend's Betrayal (TV Movie 1996) - IMDb,Christopher Leitch,5.6,Drama,Hal Sitowitz,1996,374,1h 34m
The Frighteners (1996) - IMDb,Peter Jackson,7.1,Dark Comedy,Michael J. Fox,1996,98K,1h 50m
Frog Crossing (Short 1996) - IMDb,Jamie Babbit,6.8,Comedy,N/A,1996,50,12m
From Dusk Till Dawn (1996) - IMDb,Robert Rodriguez,7.2,Dark Comedy,Harvey Keitel,1996,349K,1h 48m
Iz ada v ad (1996) - IMDb,Dmitriy Astrakhan,5.9,Drama,Valeria Valeeva,1996,127,1h 30m
La frontiera (1996) - IMDb,Franco Giraldi,7.2,Drama,Raoul Bova,1996,41,1h 50m
Frostbite (Short 1996) - IMDb,Wrik Mead,5.4,Short,N/A,1996,9,12m
Frostbiter: Wrath of the Wendigo (1995) - IMDb,Tom Chaney,4.6,Comedy,Ron Asheton,1995,880,1h 24m
Fuck Me... (Video 1996) - IMDb,Nils Molitor,8.7,Adult,Yves Baillat,1996,20,1h 25m
Fugir (Short 1996) - IMDb,Alan Pinto,N/A,Short,Marta Andreia,1996,N/A,15m
Fugitive Rage (Video 1996) - IMDb,Fred Olen Ray,3.6,Action,Alexander Keith,1996,394,R
Fugitive X: Innocent Target (TV Movie 1996) - IMDb,David Heavener,4.5,Action,David Heavener,1996,66,R
Full Circle (TV Movie 1996) - IMDb,Bethany Rooney,5.4,Drama,Teri Polo,1996,372,TV-PG
Full Moon Rising (1996) - IMDb,John Erick Dowdle,7.0,N/A,Maury Sterling,1996,35,N/A
The Funeral (1996) - IMDb,Abel Ferrara,6.6,Crime,Christopher Walken,1996,9.6K,1h 39m
The Break (1997) - IMDb,Robert Dornhelm,5.8,Drama,Stephen Rea,1997,408,1h 36m
